0.00500054 	 10.8079 	 -4.40866 	 3.02501 	 2.89922 	 3.50054 	 -0.460194 	 10.708 	 -0.16567 	 4.43934 	 2.37153 	 6.17274 	 -2.67219 	 -0.6609 	 0.745515 	 6.05002 	 0.457126 	 0.585981 	 0.414175 	 -0.0683436 	 0.196874 	 -0.0532752 	 0.0180631 	 -0.024411 	 0.185221 	 0.124299 	 -0.0350846 	 -0.086352 	 -1.14774e+067 	 0 	 1000000 	 999847 	 0 	 0.000000 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 -842150451 	 -842150451 	 -842150451 
0.0101546 	 -0.7192 	 0.717903 	 -0.15033 	 0.0306796 	 0.0981748 	 -0.125786 	 -0.4565 	 0.730175 	 0.177942 	 -0.162602 	 5.688 	 0.527689 	 -0.6609 	 0.745515 	 6.05002 	 0.457126 	 0.585981 	 0.414175 	 0.0622309 	 0.0387901 	 -0.0929786 	 0.0944528 	 -0.0030396 	 -0.107628 	 0.124299 	 -0.0350846 	 -0.086352 	 -1.14774e+067 	 0 	 1000000 	 999847 	 0 	 0.000000 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 -842150451 	 -842150451 	 -842150451 
0.0148608 	 -0.7192 	 0.717903 	 -0.15033 	 0.0306796 	 0.0981748 	 -0.125786 	 -0.4565 	 0.730175 	 0.177942 	 -0.162602 	 5.688 	 0.524621 	 -0.6609 	 0.745515 	 6.05002 	 0.457126 	 0.585981 	 0.414175 	 0.0622309 	 0.0387901 	 -0.0929786 	 0.0945285 	 -0.00303386 	 -0.107672 	 0.124299 	 -0.0350846 	 -0.086352 	 -1.14774e+067 	 0 	 1000000 	 999847 	 0 	 0.000000 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 -842150451 	 -842150451 	 -842150451 
0.020863 	 -0.7192 	 0.717903 	 -0.15033 	 0.0306796 	 0.0981748 	 -0.125786 	 -0.4565 	 0.730175 	 0.177942 	 -0.162602 	 5.688 	 0.527689 	 -0.6609 	 0.745515 	 6.05002 	 0.457126 	 0.585981 	 0.414175 	 0.0622309 	 0.0387901 	 -0.0929786 	 0.0944528 	 -0.0030396 	 -0.107628 	 0.124299 	 -0.0350846 	 -0.086352 	 -1.14774e+067 	 0 	 1000000 	 999847 	 0 	 0.000000 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 -842150451 	 -842150451 	 -842150451 
0.0269613 	 -0.7192 	 0.717903 	 -0.15033 	 0.0306796 	 0.0981748 	 -0.125786 	 -0.4565 	 0.730175 	 0.177942 	 -0.162602 	 5.688 	 0.527689 	 -0.6609 	 0.745515 	 6.05002 	 0.457126 	 0.585981 	 0.414175 	 0.0622309 	 0.0387901 	 -0.0929786 	 0.0944528 	 -0.0030396 	 -0.107628 	 0.124299 	 -0.0350846 	 -0.086352 	 -1.14774e+067 	 0 	 1000000 	 999847 	 0 	 0.000000 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 -842150451 	 -842150451 	 -842150451 
0.03467 	 -0.7192 	 0.717903 	 -0.15033 	 0.0306796 	 0.0981748 	 -0.125786 	 -0.4565 	 0.730175 	 0.177942 	 -0.162602 	 5.688 	 0.527689 	 -0.6609 	 0.745515 	 6.05002 	 0.457126 	 0.585981 	 0.414175 	 0.0622309 	 0.0387901 	 -0.0929786 	 0.0944528 	 -0.0030396 	 -0.107628 	 0.124299 	 -0.0350846 	 -0.086352 	 -1.14774e+067 	 0 	 1000000 	 999847 	 0 	 0.000000 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 -842150451 	 -842150451 	 -842150451 
0.0406862 	 -0.7192 	 0.717903 	 -0.15033 	 0.0306796 	 0.0981748 	 -0.125786 	 -0.4565 	 0.730175 	 0.177942 	 -0.162602 	 5.688 	 0.527689 	 -0.6609 	 0.745515 	 6.05002 	 0.457126 	 0.585981 	 0.414175 	 0.0622309 	 0.0387901 	 -0.0929786 	 0.0944528 	 -0.0030396 	 -0.107628 	 0.124299 	 -0.0350846 	 -0.086352 	 -1.14774e+067 	 0 	 1000000 	 999847 	 0 	 0.000000 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 -842150451 	 -842150451 	 -842150451 
0.0449839 	 -0.7192 	 0.717903 	 -0.15033 	 0.0306796 	 0.0981748 	 -0.125786 	 -0.4565 	 0.730175 	 0.177942 	 -0.162602 	 5.688 	 0.524621 	 -0.6609 	 0.745515 	 6.05002 	 0.457126 	 0.585981 	 0.414175 	 0.0622309 	 0.0387901 	 -0.0929786 	 0.0945285 	 -0.00303386 	 -0.107672 	 0.124299 	 -0.0350846 	 -0.086352 	 -1.14774e+067 	 0 	 1000000 	 999847 	 0 	 0.000000 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 -842150451 	 -842150451 	 -842150451 
0.0526931 	 -0.7192 	 0.717903 	 -0.15033 	 0.0306796 	 0.0981748 	 -0.125786 	 -0.4565 	 0.730175 	 0.177942 	 -0.162602 	 5.688 	 0.527689 	 -0.6609 	 0.745515 	 6.05002 	 0.457126 	 0.585981 	 0.414175 	 0.0622309 	 0.0387901 	 -0.0929786 	 0.0944528 	 -0.0030396 	 -0.107628 	 0.124299 	 -0.0350846 	 -0.086352 	 -1.14774e+067 	 0 	 1000000 	 999847 	 0 	 0.000000 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 -842150451 	 -842150451 	 -842150451 
0.0590266 	 -0.7192 	 0.717903 	 -0.15033 	 0.0306796 	 0.0981748 	 -0.125786 	 -0.4565 	 0.730175 	 0.177942 	 -0.162602 	 5.688 	 0.524621 	 -0.6609 	 0.745515 	 6.05002 	 0.457126 	 0.585981 	 0.414175 	 0.0622309 	 0.0387901 	 -0.0929786 	 0.0945285 	 -0.00303386 	 -0.107672 	 0.124299 	 -0.0350846 	 -0.086352 	 -1.14774e+067 	 0 	 1000000 	 999847 	 0 	 0.000000 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 -842150451 	 -842150451 	 -842150451 
